"id","x_avg","y_avg","z_avg","vb_avg","x_stddev","y_stddev","z_stddev","vb_stddev","x_var","y_var","z_var","vb_var","x_rms","y_rms","z_rms","vb_rms"
"0","94.5044","151.421","260.604","0.03732","5.67692","9.28157","12.0144","3.69064","32.2274","86.1475","144.345","13.6208","17.4715","24.56","32.76","10.363"
"0","93.6838","137.244","248.167","-0.0703","5.4489","9.01596","10.6722","3.84622","29.6906","81.2875","113.895","14.7934","14.956","22.885","33.37","10.6945"
"3","138.159","168.268","278.229","-0.02598","9.58439","11.9154","15.6558","1.14955","91.8606","141.977","245.105","1.32146","31.055","34.02","45.895","3.71245"
"0","94.9676","150.328","256.967","-0.04164","6.50591","10.0076","12.0715","3.76658","42.3269","100.152","145.72","14.1871","20.831","28.525","37.57","10.5325"
"0","92.3431","136.005","242.476","-0.02367","5.48298","9.61977","11.5182","3.36456","30.0631","92.54","132.67","11.3203","17.6245","25.555","34.895","8.91845"
"0","94.0727","136.927","240.33","-0.0304","5.9678","9.81058","10.6318","3.53763","35.6147","96.2475","113.035","12.5148","15.032","24.865","33.22","10.595"
"1","101.438","147.236","260.307","-0.01315","10.3176","11.936","15.4165","1.55161","106.452","142.467","237.67","2.40748","29.833","34.78","56.665","4.5875"
"2","113.49","155.251","272.145","-0.03263","9.95831","14.0543","20.5773","1.32573","99.168","197.523","423.425","1.75756","29.758","38.825","54.215","3.7384"
"1","102.4","153.417","271.102","-0.02504","12.4236","12.3039","15.8616","1.73492","154.347","151.385","251.59","3.00996","46.014","31.73","41.92","5.4717"
"3","138.73","171.973","282.936","-0.00644","9.48301","13.6951","17.0264","1.27012","89.9275","187.555","289.9","1.6132","26.71","37.15","44.52","4.15225"
"0","93.0148","142.4","248.563","0.01698","6.1302","10.4237","12.3535","3.95166","37.5794","108.652","152.61","15.6156","16.7855","27.385","35.81","11.7955"
"1","101.762","152.899","268.549","-0.06956","9.38206","11.3407","13.8577","1.58872","88.0231","128.613","192.035","2.52402","31.4375","34.02","49.86","3.84835"
"2","112.267","155.653","274.741","-0.00654","10.9708","15.6005","21.8264","1.41549","120.358","243.375","476.39","2.00362","31.1345","45.08","55.67","4.1675"
"3","139.364","172.64","280.526","0.01784","8.93878","10.1832","14.8864","1.20595","79.9018","103.698","221.605","1.45432","28.995","32.57","41.54","3.4116"
"3","136.3","162.098","273.236","0.02844","9.38318","9.52103","14.122","1.13951","88.0441","90.65","199.43","1.29848","32.2775","28.45","44.825","3.50325"
"0","95.123","149.152","254.697","-0.07998","6.63463","9.32939","10.9273","3.49906","44.0183","87.0375","119.405","12.2434","20.6805","27.08","30.625","10.7067"
"0","93.9416","136.685","241.577","-0.0045","6.86037","9.27261","10.98","3.54515","47.0646","85.9812","120.56","12.5681","20.223","25.55","29.17","11.4445"
"2","111.414","156.766","277.834","-0.00848","12.3921","15.2872","21.5469","1.38652","153.565","233.697","464.27","1.92245","38.841","42.03","63.46","3.7674"
"0","96.4169","147.168","253.109","-0.03444","6.48811","12.7095","12.0766","3.31317","42.0956","161.533","145.845","10.9771","19.2305","34.175","34.895","8.81455"
"0","94.2574","147.834","257.844","0.05122","6.7336","10.4284","11.4869","4.01088","45.3414","108.753","131.95","16.0871","19.688","30.435","38.33","11.3418"
"2","114.067","157.423","273.974","-0.069","11.3918","15.2177","22.2488","1.47508","129.774","231.577","495.01","2.17585","32.5065","43.325","64.68","4.45615"
"1","102.115","155.904","273.43","-0.06515","10.2524","10.9927","14.4931","1.41295","105.112","120.84","210.05","1.99644","28.8425","32.875","42.305","4.54475"
"2","111.453","153.804","273.461","-0.02305","10.1556","13.8844","22.194","1.42978","103.136","192.777","492.575","2.04427","32.889","42.485","74.53","4.3752"
"1","101.273","151.574","264.841","-0.01692","10.3174","11.2145","16.3571","1.50095","106.449","125.765","267.555","2.25285","33.499","32.265","47.27","4.74785"
"2","112.313","154.074","274.027","-0.01141","11.5569","14.1549","21.0145","1.49063","133.561","200.36","441.61","2.22197","33.2695","41.42","56.815","4.32635"
"0","95.2987","149.063","261.841","0.02538","6.69026","11.2701","13.113","4.20875","44.7595","127.015","171.95","17.7136","19.456","31.275","34.21","13.367"
"2","112.039","158.131","275.622","-0.03212","10.2274","14.2307","20.9184","1.42527","104.6","202.512","437.58","2.03139","29.6065","42.945","54.905","4.0194"
"3","140.933","173.124","283.566","-0.0076","8.28592","10.1237","15.4543","1.20421","68.6565","102.49","238.835","1.45012","23.5","27.155","44.445","4.14765"
"1","101.666","151","268.637","-0.03446","10.0768","10.748","17.8187","1.51968","101.542","115.52","317.505","2.30944","29.455","34.475","51.465","4.33705"
"3","136.43","163.651","276.759","-0.03511","8.91646","9.66501","14.8066","1.30268","79.5032","93.4125","219.235","1.69698","28.765","27.765","43.6","3.549"
"0","95.1107","143.491","248.91","-0.00403","6.25085","10.046","13.0428","3.53063","39.0731","100.921","170.115","12.4654","21.8245","27.54","42","9.7628"
"3","137.61","166.03","282.27","-0.01304","8.71701","11.2027","16.2678","1.28377","75.9863","125.5","264.64","1.64808","22.89","30.05","49.025","3.8789"
"1","101.531","152.924","271.679","-0.07543","9.01734","12.0738","14.2606","1.53023","81.3125","145.777","203.365","2.34159","22.966","31.73","38.715","4.2042"
"3","138.708","175.744","288.741","0.04232","9.92795","10.8596","17.3439","1.32024","98.5643","117.93","300.81","1.74304","31.21","36.92","50.015","3.81625"
"1","99.9794","146.286","260.084","-0.02997","9.77574","10.0507","14.5659","1.68928","95.565","101.018","212.165","2.85368","26.633","28.53","41.315","4.71575"
"2","111.715","156.295","276.878","-0.05294","10.6325","14.3327","21.0326","1.44732","113.05","205.428","442.37","2.09474","28.005","44.545","55.895","3.8789"
"2","113.002","159.944","280.827","-0.02357","10.6955","14.8646","21.292","1.49254","114.393","220.958","453.35","2.22769","28.3095","47.06","55.67","4.2103"
"0","93.1961","142.826","250.228","0.03726","6.35639","10.6627","12.744","3.77127","40.4038","113.692","162.41","14.2225","18.696","29.215","38.335","10.7237"
"3","140.208","171.952","280.064","-0.0253","10.1372","13.5425","17.9315","1.14271","102.763","183.4","321.54","1.30579","29.605","35.62","50.935","3.24205"
"2","112.18","156.112","276.859","-0.01989","10.661","13.8697","22.432","1.44224","113.656","192.367","503.195","2.08006","30.445","40.96","65.21","3.9049"
"0","94.2479","147.525","255.613","0.0059","7.58312","10.4647","10.9959","3.569","57.5037","109.51","120.91","12.7378","20.3745","29.06","31.005","10.8595"
"2","111.004","152.593","270.507","0.00306","10.7114","14.5084","20.5319","1.46593","114.733","210.492","421.56","2.14895","32.58","44.7","69.95","4.73105"
"3","136.826","169.684","279.811","-0.02367","10.5156","12.4989","14.9616","1.26356","110.578","156.223","223.85","1.59658","27.47","33.79","44.82","4.0881"
"0","93.9905","141.419","248.779","0.02856","6.1777","11.2935","14.3673","3.94914","38.164","127.544","206.42","15.5957","19.536","29.14","39.1","12.1745"
"2","111.837","157.674","279.55","-0.00613","10.4352","15.1409","23.4724","1.39533","108.894","229.247","550.955","1.94696","31.209","44.625","76.59","4.3691"
"3","136.944","166.603","278.829","0.01362","9.13633","12.2743","17.0146","1.26862","83.4725","150.658","289.495","1.6094","31.285","38.75","44.215","4.08355"
"0","93.0058","143.666","250.7","0.00999","5.1788","11.2723","12.2615","3.6828","26.8199","127.065","150.345","13.563","13.888","29.675","33.675","10.8365"
"3","139.825","168.225","276.331","0.01472","8.92703","10.1882","13.9198","1.22959","79.6918","103.8","193.76","1.5119","26.17","28.45","42.38","4.16295"
"3","136.201","163.314","278.055","-0.00162","11.715","11.5933","15.6024","1.39978","137.242","134.405","243.435","1.95937","38.9905","35.315","47.34","4.71885"
"0","93.3911","138.03","246.568","0.01146","5.81288","10.1744","10.5518","3.67367","33.7896","103.518","111.34","13.4958","16.0235","30.355","32.225","10.424"
"3","136.241","166.175","278.071","0.0088","9.35131","11.7468","15.0145","1.14801","87.4469","137.988","225.435","1.31792","26.325","32.115","46.505","3.79185"
"1","100.775","152.449","269.642","-0.0051","9.4994","10.9704","15.2688","1.6492","90.2386","120.35","233.135","2.71985","28.3115","34.855","45.74","4.52335"
"2","111.952","153.294","270.937","0.01581","10.1503","13.023","21.7834","1.49551","103.029","169.598","474.515","2.23656","25.488","36.155","69.565","4.2072"
"2","112.36","154.997","272.935","0.01177","9.5906","14.1332","23.2459","1.46419","91.9795","199.747","540.37","2.14384","25.333","42.025","71.63","3.8957"
"2","111.403","158.042","279.241","-0.0729","10.7811","14.6031","21.3642","1.4427","116.233","213.25","456.43","2.08138","26.3265","37.985","58.495","4.43325"
"2","111.775","152.884","271.616","-0.03877","10.3004","14.3097","21.9741","1.51306","106.099","204.768","482.86","2.28934","28.614","40.96","62.005","4.62415"
"3","138.605","166.909","278.352","0.00585","9.46667","10.0392","14.9543","1.12719","89.6179","100.785","223.63","1.27055","27.7","27.84","40.7","3.575"
"2","112.725","156.164","274.388","-0.05007","10.4341","14.1594","22.6691","1.48312","108.871","200.49","513.89","2.19965","38.609","43.17","72.24","4.36605"
"2","111.723","157.72","280.263","0.00693","9.2662","13.1275","22.0737","1.60413","85.8625","172.333","487.25","2.57322","26.3235","35.775","64.37","4.221"
"1","101.454","150.308","265.613","0.02023","10.0392","10.8214","12.6931","1.48324","100.786","117.103","161.115","2.20001","31.4355","31.35","36.96","4.81045"
"0","94.4458","150.287","259.534","-0.04946","6.83886","9.5568","11.5741","4.18187","46.7701","91.3325","133.96","17.488","17.0145","27.69","36.045","12.266"
"3","137.263","167.466","278.204","0.07119","8.6333","11.1047","16.0301","1.22734","74.5339","123.315","256.965","1.50637","26.63","38.9","48.875","3.6315"
"3","136.888","162.12","273.949","-0.01081","8.83947","10.4985","14.9865","1.26532","78.1363","110.217","224.595","1.60102","21.9","28.525","44.37","4.447"
"2","112.597","157.82","279.766","-0.07582","10.0333","14.6892","22.6208","1.50808","100.668","215.773","511.7","2.2743","27.696","41.495","70.71","4.56915"
"3","139.423","164.025","274.183","0.04962","8.90297","10.0848","13.6281","1.18807","79.2628","101.702","185.725","1.41152","25.56","24.485","38.105","3.64675"
"1","100.759","147.073","260.114","-0.01284","9.65569","10.9608","14.9345","1.60077","93.2323","120.14","223.04","2.56246","27.927","38.52","41.925","4.5951"
"2","111.079","154.135","273.944","-0.00807","10.9506","14.7007","21.4532","1.39579","119.916","216.11","460.24","1.94824","30.217","40.355","66.665","3.96595"
"1","101.282","150.175","267.61","0.00557","10.8953","11.3061","14.7696","1.58182","118.707","127.827","218.14","2.50215","32.812","34.4","43.985","5.27775"
"3","136.219","165.107","277.258","0.01412","9.583","11.5277","15.1577","1.29535","91.8339","132.887","229.755","1.67792","25.715","31.88","49.56","4.00565"
"1","101.767","151.618","268.71","-0.03175","10.1484","11.6835","16.3195","1.41534","102.99","136.505","266.325","2.00319","28.843","36.155","50.93","3.67885"
"3","137.329","169.806","279.231","0.00031","10.0039","12.7593","16.5702","1.23584","100.079","162.8","274.57","1.52729","39.5255","41.65","42.38","3.5842"
"2","110.979","152.303","271.794","0.0234","11.3155","13.5354","21.6548","1.48704","128.04","183.208","468.93","2.21129","40.288","38.825","62.695","4.0698"
"2","112.372","157.836","279.25","-0.06147","10.1899","14.3932","22.9822","1.60158","103.834","207.165","528.18","2.56505","29.454","40.885","65.67","4.88225"
"1","101.557","148.995","265.903","-0.00294","8.87038","11.4559","15.1954","1.46748","78.6837","131.238","230.9","2.15351","22.5845","31.195","48.715","4.10495"
"1","101.734","151.902","268.18","-0.0415","10.2122","11.2546","15.7742","1.4982","104.29","126.665","248.825","2.24459","30.14","33.485","49.255","4.4699"
"3","137.178","162.538","272.157","-0.00973","8.31625","10.1891","13.6319","1.15785","69.16","103.817","185.83","1.34061","25.87","27.075","38.025","3.3597"
"1","101.557","154.055","275.625","-0.01057","9.14647","9.66747","15.4985","1.66624","83.6579","93.46","240.205","2.77637","25.1805","30.205","42.99","4.40575"
"1","100.717","150.53","263.924","-0.01742","10.6573","11.1773","15.5862","1.46859","113.577","124.933","242.93","2.15674","32.8105","30.13","43.45","4.2042"
"0","96.0521","152.117","263.015","0.06579","6.89021","11.6722","13.8847","4.13757","47.475","136.24","192.785","17.1195","20.143","35.085","45.815","12.4365"
"1","100.508","151.367","266.129","0.00791","9.98616","11.662","15.325","1.51691","99.7234","136.003","234.855","2.30102","30.597","32.415","44.29","3.7063"
"1","101.323","150.56","267.009","0.01827","9.98896","11.2609","14.1573","1.50055","99.7794","126.808","200.43","2.25164","29.6075","32.57","39.4","4.0927"
"0","94.3153","147.508","255.082","0.01745","7.29025","10.349","11.9325","3.68046","53.1477","107.103","142.385","13.5458","20.8335","32.57","43.525","9.6423"
"0","94.9404","140.111","247.951","0.0197","6.47616","10.4848","14.1977","4.07834","41.9406","109.93","201.575","16.6328","18.923","28.835","37.645","15.294"
"2","112.833","158.628","277.806","0.0223","9.59587","14.3476","23.7156","1.38625","92.0808","205.852","562.43","1.9217","25.411","39.13","72.24","4.19805"
"3","138.57","165.633","275.355","0.02343","9.86941","10.3356","14.7184","1.10097","97.4052","106.825","216.63","1.21214","32.89","35.775","42.915","2.7458"
"1","100.437","146.66","260.676","-0.00015","11.534","13.3197","13.7559","1.48668","133.033","177.415","189.225","2.21021","31.134","38.44","48.945","4.673"
"1","101.506","154.135","275.812","-0.00517","9.4117","11.1168","15.0551","1.5931","88.5802","123.582","226.655","2.53796","27.0135","32.645","49.025","4.4134"
"0","93.6159","147.302","256.38","0.04574","7.15716","10.7488","12.4605","3.85744","51.225","115.537","155.265","14.8798","21.9","33.03","38.03","12.761"
"1","102.313","153.149","268.847","-0.0434","9.57117","10.1825","12.726","1.52057","91.6074","103.683","161.95","2.31213","24.721","29.75","38.335","4.56"
"0","94.994","150.076","262.853","0.01514","5.82142","8.8744","11.304","4.07674","33.889","78.755","127.78","16.6198","19.075","28.145","35.36","11.475"
"1","101.838","154.212","271.219","-0.03619","10.692","10.7275","13.7004","1.45061","114.318","115.08","187.7","2.10428","29.3025","26.85","33.445","3.84985"
"3","138.607","164.136","274.106","-0.05974","9.71739","9.78736","14.8889","1.20137","94.4277","95.7925","221.68","1.44328","32.125","36.155","40.395","3.7445"
"1","102.309","154.863","274.842","0.04819","10.1419","9.9613","16.0625","1.50096","102.859","99.2275","258.005","2.25289","28.997","26.085","52.54","3.89875"
"1","101.423","149.874","265.075","0.0577","10.5268","11.0542","16.8612","1.53897","110.813","122.195","284.3","2.36843","41.3575","31.655","43.605","4.91125"
"2","112.966","158.391","282.069","-0.01582","11.6716","14.8071","23.0936","1.47208","136.226","219.25","533.315","2.16703","30.598","38.365","85.755","4.531"
"0","94.411","136.682","240.207","-0.02054","6.73767","9.90587","11.7286","3.60256","45.3963","98.1263","137.56","12.9784","20.677","25.855","32.07","10.7955"
"2","111.784","159.278","282.344","-0.01138","10.2398","13.3639","19.8803","1.42934","104.854","178.595","395.225","2.04301","30.217","38.215","52.08","4.4012"
"3","137.882","166.776","280.017","-0.00285","9.09945","12.5487","16.5159","1.12789","82.8","157.47","272.775","1.27215","27.395","34.86","43.07","3.44215"
"2","112.13","158.927","279.639","0.02701","9.78135","14.6552","20.8589","1.43751","95.6749","214.775","435.095","2.06643","26.7815","41.415","59.41","4.56765"
"0","96.4765","152.195","261.615","0.01224","5.75391","9.68285","11.9599","3.86552","33.1075","93.7575","143.04","14.9423","14.6485","30.125","34.975","12.521"
"3","139.153","170.169","279.135","0.01586","9.39712","11.4958","16.1434","1.17874","88.3058","132.152","260.61","1.38942","25.795","35.09","43.68","3.67885"
"1","100.257","148.371","263.541","-0.04221","9.61137","10.8654","13.1455","1.48832","92.3784","118.058","172.805","2.21511","30.978","31.12","38.105","4.6623"
"3","140.759","172.789","282.448","0.03244","8.88283","11.8594","16.2856","1.21338","78.9046","140.645","265.22","1.47228","26.475","32.265","49.41","3.92165"
"3","138.769","173.357","283.134","0.02714","8.95531","9.8656","14.2049","1.23294","80.1975","97.33","201.78","1.52014","25.18","27.23","41.465","3.4956"
"0","94.3726","138.841","244.218","0.01886","5.84166","9.74339","12.4199","3.41328","34.125","94.9337","154.255","11.6505","15.7195","28.755","34.745","11.2076"
"3","138.571","170.318","282.149","-0.02006","8.54276","12.9132","16.8738","1.22621","72.9788","166.75","284.725","1.50359","27.015","31.885","56.89","3.34135"
"2","113.07","156.325","274.586","-0.04468","11.9963","15.0928","23.1029","1.45299","143.912","227.792","533.745","2.11118","31.9705","39.665","72.315","4.9876"
"2","110.938","153.494","273.895","-0.0136","9.68983","13.5808","20.9517","1.31261","93.8927","184.438","438.975","1.72293","27.701","38.29","62.39","3.7659"
"1","100.986","148.237","263.598","-0.00508","10.2694","10.464","13.546","1.63645","105.462","109.495","183.495","2.67797","33.726","32.875","40.165","5.6183"
"3","139.202","165.596","277.381","0.04622","10.5164","11.0303","16.1935","1.09476","110.594","121.668","262.23","1.19851","41.585","36.385","44.44","3.0283"
"0","95.8161","143.954","250.219","0.00118","5.93122","9.17135","11.8093","3.46791","35.1794","84.1137","139.46","12.0264","19.608","26.24","30.925","9.3214"
"3","135.992","161.988","275.263","-0.03205","8.26226","10.3732","13.7375","1.24585","68.265","107.603","188.72","1.55214","30.1385","28.375","42.155","3.60705"
"1","101.073","150.968","269.518","-0.01903","9.95068","11.0848","15.6042","1.59156","99.016","122.872","243.49","2.53307","28.3855","27.995","39.48","4.09575"
"1","102.061","155.414","272.104","0.03174","9.67264","11.0737","16.0123","1.58077","93.56","122.628","256.395","2.49885","29.3795","28.755","49.025","4.3691"
"1","101.504","151.217","266.137","0.01639","9.56296","10.1569","14.6027","1.54916","91.4502","103.162","213.24","2.39988","27.3185","27.69","39.635","4.50195"
"3","137.611","166.591","277.597","-0.02522","9.69004","11.5443","15.3114","1.17509","93.8969","133.27","234.44","1.38084","29.685","33.87","42.61","3.89875"
"1","100.322","148.389","263.793","-0.00615","10.6327","11.433","15.407","1.60857","113.054","130.712","237.375","2.58749","27.392","32.19","49.94","4.166"
"3","138.959","173.072","287.067","-0.04994","8.35823","9.75795","14.7625","1.30844","69.86","95.2175","217.93","1.71202","24.265","26.085","43.22","3.16875"
"3","136.888","165.512","274.949","0.00824","10.1112","12.5103","16.332","1.18752","102.236","156.508","266.735","1.41021","31.13","34.325","43.83","3.0787"
"3","137.851","169.944","283.579","0.00306","9.66962","10.7207","15.1266","1.29084","93.5016","114.933","228.815","1.66628","26.325","32.645","56.355","3.57805"
"1","100.406","149.583","265.316","-0.02209","9.54333","11.1307","17.6345","1.55286","91.0751","123.893","310.975","2.41136","27.011","32.42","48.26","4.20115"
"1","100.244","146.531","257.558","-0.07468","9.37486","11.0505","12.9099","1.4459","87.8881","122.113","166.665","2.09063","30.445","28.455","38.79","4.2943"
"0","97.7095","147.067","257.526","-0.07619","6.81909","11.3555","11.4398","3.88722","46.5","128.947","130.87","15.1105","17.7795","30.59","34.285","12.104"
"0","95.044","141.706","248.92","-0.08787","6.52236","11.1468","13.4088","3.60282","42.5411","124.251","179.795","12.9803","18.387","29.9","42.075","10.3583"
"3","136.434","162.339","277.854","0.00848","8.5111","11.799","14.876","1.22417","72.4388","139.217","221.295","1.49858","27.695","34.48","47.88","4.35535"
"3","138.176","167.509","281.752","0.00778","8.32414","9.85241","14.3908","1.30808","69.2913","97.07","207.095","1.71107","21.14","28.375","33.6","3.38105"
"1","101.838","152.505","268.927","0.04763","10.8076","10.9258","15.3677","1.45615","116.805","119.372","236.165","2.12037","30.5205","29.365","40.09","4.24085"
"2","110.316","151.95","269.381","-0.01518","9.95239","14.7355","21.5071","1.39346","99.05","217.135","462.555","1.94172","24.569","42.255","68.495","5.63965"
"1","103.07","151.868","268.089","-0.02357","9.75382","11.2094","15.5203","1.56419","95.137","125.65","240.88","2.44669","25.487","32.57","41.775","4.4363"
"3","139.073","172.883","286.64","-0.01378","9.37297","11.1096","15.8934","1.19795","87.8525","123.423","252.6","1.43509","25.565","34.855","53.075","3.57805"
"1","102.333","155.337","275.803","0.0144","10.1154","10.4843","13.2586","1.58016","102.321","109.92","175.79","2.49691","25.8665","29.9","32.99","4.3569"
"3","140.157","172.501","278.777","0.01655","9.0314","11.7236","16.5656","1.22206","81.5662","137.443","274.42","1.49344","31.435","31.195","47.725","3.90485"
"1","102.669","154.194","270.961","0.02538","9.57428","10.4353","15.3364","1.50394","91.6669","108.895","235.205","2.26184","22.892","29.67","50.02","4.43325"
"3","138.581","174.236","285.34","0.04007","10.2278","10.2551","14.3852","1.169","104.607","105.168","206.935","1.36657","33.27","28.985","41.16","4.1049"
"3","139.092","164.411","275.35","-0.01357","9.34927","10.5354","14.3135","1.14776","87.4088","110.995","204.875","1.31736","25.87","30.28","48.57","3.84685"
"2","112.863","155.792","276.645","0.06493","9.77446","14.1034","20.3776","1.3581","95.5401","198.905","415.245","1.84443","24.3405","38.215","55.365","3.75675"
"2","112.517","157.918","278.114","-0.03903","10.7507","13.8389","22.9105","1.48874","115.577","191.515","524.89","2.21635","31.208","39.97","73.69","4.37675"
"1","100.242","146.647","261.936","-0.05302","10.2382","11.7674","14.2895","1.5451","104.822","138.473","204.19","2.38735","28.1555","30.435","50.705","4.5783"
"1","101.158","148.122","262.79","0.0101","9.75361","11.2306","16.4376","1.78047","95.1329","126.128","270.195","3.17008","28.004","35.085","42.38","5.0212"
"2","112.967","159.553","279.917","-0.01773","10.2781","15.1395","22.8744","1.47801","105.64","229.205","523.24","2.1845","25.6405","43.48","71.32","4.3508"
"1","100.213","147.33","259.689","0.00361","9.67287","10.8405","15.7379","1.81157","93.5644","117.518","247.68","3.28178","21.822","31.35","40.395","4.55845"
"3","137.077","163.936","272.295","-0.01698","10.1281","10.436","16.8465","1.28655","102.579","108.91","283.805","1.65522","28.92","28.91","56.81","4.1492"
"0","94.403","149.181","259.378","0.00175","6.07432","9.70129","11.8579","3.96955","36.8973","94.115","140.61","15.7573","16.4815","24.18","36.5","10.8335"
"2","111.495","154.436","275.793","0.02854","11.2159","14.7862","22.6963","1.50616","125.796","218.633","515.12","2.26852","32.2015","44.24","62.235","4.56"
"2","112.647","154.095","269.348","-0.03978","11.2149","14.8929","22.4042","1.37299","125.774","221.798","501.95","1.88511","30.5975","41.725","70.33","3.6208"
"0","94.9582","148.794","256.868","0.06268","6.553","10.506","13.3193","3.84087","42.9418","110.375","177.405","14.7523","19.9135","27.155","40.165","10.762"
"3","136.844","164.644","274.157","0.03423","9.50093","10.3533","15.191","1.23924","90.2677","107.19","230.765","1.53571","32.81","31.655","44.98","3.19165"
"3","138.545","172.252","288.275","-0.0501","8.55095","11.5864","16.9953","1.27739","73.1188","134.245","288.84","1.63172","25.105","33.26","48.49","3.7674"
"2","112.916","155.348","273.323","0.01089","9.72651","14.3884","19.864","1.36731","94.605","207.025","394.58","1.86954","31.133","37.76","52.465","4.1217"
"2","111.286","159.117","282.099","-0.01753","11.4979","14.2383","23.0733","1.52053","132.201","202.73","532.375","2.312","32.3535","43.02","72.54","5.21515"
"3","139.055","169.375","279.793","0.01157","9.43887","9.83844","14.8558","1.20161","89.0923","96.795","220.695","1.44386","28.995","30.895","42.38","3.47725"
"1","100.991","147.603","259.027","0.00392","10.3556","11.7378","15.3587","1.53651","107.238","137.775","235.89","2.36087","31.516","31.96","41.77","4.97695"
"3","138.217","166.129","277.329","-0.03642","8.60988","11.9479","16.9114","1.32973","74.13","142.753","285.995","1.76819","28.31","29.135","47.345","4.35075"
"0","93.0881","142.673","247.234","0.07732","5.34726","10.1223","11.2745","3.46996","28.5932","102.46","127.115","12.0406","13.9615","29.595","41.845","9.9277"
"2","112.08","158.882","280.039","-0.01636","11.5039","14.3211","20.2481","1.48088","132.34","205.095","409.985","2.19301","33.727","41.415","57.425","4.56765"
"1","101.934","152.863","267.883","-0.01243","9.72506","10.4341","15.4577","1.51486","94.5768","108.87","238.94","2.29481","27.2395","33.56","45.59","4.24695"
"2","112.819","157.638","277.638","-0.03994","12.4236","15.2437","22.5976","1.40064","154.345","232.37","510.65","1.9618","38.841","42.26","68.27","4.3783"
"0","93.8947","146.883","255.827","-0.03996","5.62883","9.60065","10.6902","3.72092","31.6838","92.1725","114.28","13.8452","17.3955","25.86","29.25","10.5878"
"2","111.53","155.98","274.446","0.02149","11.3908","14.2857","21.9119","1.53437","129.751","204.08","480.13","2.35429","29.0745","44.085","59.105","5.3083"
"3","139.019","172.277","282.137","-0.01628","9.23106","11.1467","14.8862","1.32628","85.2125","124.25","221.6","1.75902","32.2","34.4","41.31","3.6773"
"1","101.959","154.702","273.45","-0.05195","10.1833","10.9427","15.7038","1.60659","103.699","119.743","246.61","2.58115","27.1635","32.95","43.83","4.3386"
"3","138.27","168.628","283.244","-0.05019","9.85355","12.3083","19.1442","1.23224","97.0925","151.495","366.5","1.51842","28.465","41.88","55.44","3.57195"
"1","100.405","148.668","261.969","-0.00102","9.80826","12.1294","15.5973","1.45359","96.202","147.122","243.275","2.11291","31.516","32.57","42.99","3.88045"
"3","137.74","166.707","276.237","0.00888","10.723","12.6436","15.8409","1.21901","114.984","159.86","250.935","1.48598","43.8015","39.36","49.94","4.2546"
"1","101.056","148.485","263.291","-0.04087","10.5295","12.382","16.4458","1.63702","110.869","153.315","270.465","2.67985","35.942","34.475","45.74","4.2042"
"1","101.639","150.573","267.694","-0.05301","10.1159","12.147","15.7235","1.56535","102.331","147.55","247.23","2.45032","30.8295","36.305","43.375","4.9998"
"0","94.8161","148.549","260.987","0.05326","5.91738","10.1052","13.1023","4.34354","35.0154","102.115","171.67","18.8663","18.694","26.24","40.32","12.2845"
"1","101.815","153.024","268.744","-0.04074","9.94457","10.7607","15.9159","1.51163","98.8945","115.793","253.315","2.28504","31.666","32.19","45.74","4.41645"
"3","139.716","174.714","287.724","-0.00117","8.55365","12.098","14.3471","1.17174","73.165","146.363","205.84","1.37296","28.235","31.195","44.135","3.27265"
"2","112.484","157.191","278.712","0.00085","11.0648","15.4003","22.0947","1.45424","122.429","237.17","488.175","2.11481","36.932","46.22","75.14","4.12475"
"0","95.7458","152.455","258.257","-0.01316","6.56349","10.0792","12.9615","3.79978","43.0794","101.59","168","14.4383","18.6965","25.86","37.115","10.959"
"3","135.95","163.885","273.785","-0.06402","10.1452","12.7722","16.9628","1.33823","102.925","163.13","287.735","1.79085","32.43","38.9","47.27","3.6315"
"1","102.447","153.652","271.575","-0.02366","10.1992","10.9983","14.429","1.53241","104.023","120.963","208.195","2.34829","26.5565","34.325","42.76","4.71885"
"0","93.9325","148.556","258.178","0.00791","5.55984","9.43054","11.8284","3.97232","30.9119","88.935","139.91","15.7793","16.101","25.095","37.57","11.4307"
"2","111.275","158.013","278.915","-0.02141","10.2637","13.9261","21.8331","1.53291","105.343","193.938","476.685","2.34982","30.677","37.985","63.535","5.1617"
"3","137.841","165.915","275.408","0.04669","9.14131","10.2819","15.5288","1.12398","83.5635","105.717","241.145","1.26332","26.095","32.34","50.475","2.955"
"2","112.048","154.355","274.639","-0.0135","10.2985","15.5731","22.1767","1.52449","106.059","242.523","491.805","2.32406","26.171","45.92","70.025","4.20115"
"3","139.749","173.955","285.479","-0.00399","9.07624","11.3422","15.1819","1.01082","82.3781","128.645","230.49","1.02176","26.63","32.415","45.815","3.2757"
"0","93.8848","139.531","244.345","-0.01051","6.03005","9.88035","9.78366","3.27426","36.3615","97.6212","95.72","10.7208","18.086","27.69","32.3","8.97795"
"3","138.485","168.112","280.332","0.02597","9.12914","10.7969","16.1785","1.2934","83.3411","116.573","261.745","1.67289","28.77","30.055","44.365","3.9339"
"2","112.505","153.397","272.737","-0.0267","9.8806","13.6843","22.3055","1.46832","97.6263","187.26","497.535","2.15597","29.3795","40.045","63.685","4.48215"
"3","136.335","167.555","277.818","0.01078","8.99348","12.8137","18.1304","1.38004","80.8826","164.19","328.71","1.90452","28.845","37.375","51.545","3.88195"
