"id","x_avg","y_avg","z_avg","vb_avg","x_stddev","y_stddev","z_stddev","vb_stddev","x_var","y_var","z_var","vb_var","x_rms","y_rms","z_rms","vb_rms"
"2","113.158","156.09","275.38","0.00387","9.65005","14.054","21.2339","1.34966","93.1234","197.515","450.88","1.82159","30.2935","41.035","66.51","3.4055"
"1","102.127","154.759","274.293","0.04752","10.0092","11.4416","15.8972","1.63392","100.184","130.91","252.72","2.6697","29.3795","29.9","46.885","4.3691"
"0","94.2643","148.361","257.268","-0.00046","8.4667","10.4875","11.6645","3.60668","71.685","109.988","136.06","13.0082","20.3745","30.51","41.31","11.3845"
"2","113.357","154.575","274.401","-0.07077","10.0097","14.6195","22.0244","1.53099","100.195","213.73","485.075","2.34394","27.546","42.715","54.215","4.62415"
"0","96.5503","142.405","248.346","0.0033","5.97402","10.4691","13.9884","3.55376","35.689","109.601","195.675","12.6292","16.252","26.545","39.33","11.4565"
"0","95.8403","143.735","255.042","0.06923","7.03634","9.99619","12.3992","4.07666","49.51","99.9238","153.74","16.6192","19.6885","26.165","34.21","13.262"
"0","94.1711","137.321","248.141","-0.04444","6.04741","8.86905","9.87168","3.64579","36.5712","78.66","97.45","13.2918","20.298","26.77","31.77","11.779"
"3","138.055","169.773","282.585","-0.01193","9.19681","12.2496","15.8819","1.17445","84.5813","150.053","252.235","1.37932","27.695","34.78","50.555","3.62845"
"1","101.209","149.55","264.413","0.0104","10.0876","11.97","14.843","1.52465","101.759","143.28","220.315","2.32456","29.2255","35.695","45.36","4.02555"
"3","136.702","166.216","278.004","0.04609","9.19968","12.0585","15.1088","1.23477","84.6342","145.408","228.275","1.52465","32.2775","34.4","49.025","3.69565"
"1","100.988","149.53","265.387","0.01598","11.3097","11.9898","15.6405","1.53855","127.909","143.755","244.625","2.36714","29.835","30.97","44.75","4.4409"
"1","101.662","151.437","265.485","-0.01434","9.53443","12.2857","16.8238","1.5118","90.9054","150.938","283.04","2.28552","24.9535","38.67","47.5","4.01175"
"2","113.836","153.345","271.882","-0.03581","11.0883","15.6064","21.1616","1.42283","122.949","243.56","447.815","2.02444","33.269","44.165","54.445","4.55845"
"1","100.548","153.091","271.786","-0.02188","11.4026","11.6014","15.4887","1.58985","130.02","134.592","239.9","2.52764","32.5055","32.8","46.43","4.11255"
"3","136.233","163.411","276.474","-0.01352","8.62495","10.732","16.3875","1.29963","74.3898","115.175","268.55","1.68903","29.76","30.13","46.125","3.70785"
"0","95.3731","143.368","249.367","0.06651","6.16394","9.08625","10.6097","3.96439","37.9942","82.56","112.565","15.7164","17.0165","24.485","31.08","11.2045"
"1","100.886","150.384","267.243","-0.02021","10.8255","11.1253","15.1124","1.59467","117.191","123.772","228.385","2.54298","35.559","28.07","46.43","3.8743"
"0","94.4513","138.671","247.038","-0.03094","6.07773","9.42377","10.1047","3.44898","36.9388","88.8075","102.105","11.8955","18.8455","24.18","28.71","10.9557"
"3","137.611","163.161","271.357","0.0121","9.56172","9.85013","15.2388","1.1893","91.4264","97.025","232.22","1.41443","35.41","28.68","50.855","3.4009"
"2","111.974","157.601","279.626","-0.05199","10.8036","14.6763","21.7963","1.64181","116.718","215.393","475.08","2.69555","29.986","44.7","64.76","4.4867"
"0","93.1226","141.776","253.264","0.0521","6.68842","9.36836","11.3888","3.80667","44.735","87.7663","129.705","14.4907","21.062","26.315","35.2","12.761"
"3","138.306","172.673","284.424","-0.02542","10.0002","10.9394","15.1352","1.12051","100.005","119.67","229.075","1.25555","26.555","33.255","46.655","3.8224"
"0","95.71","150.225","263.077","0.03523","6.16218","10.6951","12.0033","4.34887","37.9725","114.385","144.08","18.9127","19.612","31.125","38.64","11.2475"
"1","100.57","148.075","263.262","-0.02417","10.897","11.8148","14.2904","1.45579","118.744","139.59","204.215","2.11932","37.312","32.8","46.58","5.33885"
"3","137.218","172.418","285.967","0.07784","9.14396","10.7788","14.2923","1.24889","83.612","116.183","204.27","1.55972","27.545","30.665","44.595","3.30925"
"0","95.6184","153.476","259.591","-0.00058","6.42364","10.153","13.7853","4.07909","41.2631","103.082","190.035","16.6389","19.612","35.395","41.695","11.42"
"1","100.573","147.142","261.483","-0.05419","9.68453","11.3924","15.074","1.51559","93.7901","129.788","227.225","2.29702","26.781","32.185","46.425","4.00565"
"1","100.917","149.882","264.889","-0.02838","9.93509","10.0565","15.8547","1.63248","98.7061","101.132","251.37","2.665","26.171","33.03","45.665","4.7555"
"2","112.443","154.087","270.199","-0.02018","10.6479","13.0454","21.044","1.44536","113.378","170.182","442.85","2.08905","28.9945","37.91","63.535","4.3386"
"1","101.152","147.946","258.739","0.06859","10.1386","12.0608","14.3421","1.59981","102.792","145.462","205.695","2.55939","34.6415","35.395","42.305","4.38895"
"1","101.193","154.374","270.642","-0.01053","10.0585","11.1308","14.683","1.49233","101.174","123.895","215.59","2.22706","32.049","31.96","45.51","4.7402"
"0","97.0405","152.714","258.177","-0.00407","6.72495","10.1229","11.3892","3.74531","45.225","102.473","129.715","14.0274","20.374","28.45","33.675","11.6765"
"1","100.816","148.595","260.892","-0.01662","9.87146","11.3935","14.2597","1.67459","97.4458","129.812","203.34","2.80425","27.622","32.265","41.54","4.25155"
"2","111.217","153.18","272.869","-0.00074","10.5907","13.5048","21.5792","1.45488","112.164","182.38","465.66","2.11666","30.675","40.35","62.615","4.137"
"2","112.681","159.505","278.028","-0.04462","10.9223","15.6532","22.4619","1.55845","119.298","245.023","504.535","2.42877","30.827","46.375","59.105","4.3691"
"0","96.3032","149.539","259.557","-0.03113","6.96498","10.5191","12.8008","3.84185","48.5109","110.652","163.86","14.7598","19.5355","28.755","37.8","11.67"
"0","96.0767","153.19","261.702","0.00196","6.81671","9.86129","12.112","3.94633","46.4676","97.245","146.7","15.5735","20.145","27.765","35.275","11.3875"
"1","100.018","146.315","258.866","-0.03548","10.1963","11.0363","14.5527","1.45982","103.964","121.8","211.78","2.13107","26.325","30.59","42.76","4.17975"
"1","101.069","148.095","261.484","-0.03723","9.32166","11.2015","14.5679","1.47893","86.8933","125.473","212.225","2.18722","26.7055","29.595","46.275","4.6501"
"2","112.635","155.375","273.389","-0.02053","10.7272","14.8233","23.3119","1.39235","115.073","219.73","543.445","1.93863","32.3535","41.8","86.67","5.31595"
"2","112.118","153.45","271.5","-0.05638","9.63788","13.2418","20.9298","1.40166","92.8887","175.345","438.055","1.96465","26.173","36.915","57.12","4.73865"
"2","112.03","158.525","278.932","0.04784","10.4424","15.6151","21.6962","1.5402","109.044","243.833","470.725","2.37223","28.232","46.53","72.165","5.1861"
"2","112.34","154.592","273.832","0.05357","10.4348","14.062","22.4031","1.50899","108.885","197.74","501.9","2.27707","29.454","39.74","65.29","3.5628"
"2","112.974","152.501","269.929","-0.0122","11.5814","14.9401","21.0043","1.5096","134.129","223.208","441.18","2.27888","32.203","45.385","71.17","4.03165"
"0","93.6044","137.153","244.011","0.03434","6.45511","9.73223","11.0512","3.36358","41.6685","94.7162","122.13","11.3137","21.4395","31.96","33.98","9.34295"
"0","93.8496","149.153","256.104","0.0012","6.94968","9.58827","12.0004","3.81283","48.2981","91.935","144.01","14.5377","20.1445","26.85","37.19","10.931"
"0","93.1931","143.157","249.814","0.01907","5.72192","11.2452","14.8646","3.404","32.7403","126.455","220.955","11.5872","20.5265","29.975","40.93","11.617"
"0","94.7645","138.733","243.194","-0.05665","6.47168","10.8589","12.3917","3.94696","41.8826","117.915","153.555","15.5785","16.866","31.5","34.285","9.50335"
"2","110.022","153.798","272.398","-0.06355","10.5667","15.6511","25.0625","1.45357","111.656","244.958","628.13","2.11288","30.4455","46.455","85.98","4.2332"
"1","101.091","153.082","270.359","0.01209","10.1468","11.2372","12.7597","1.47916","102.957","126.275","162.81","2.18792","27.928","31.2","37.57","5.05175"
"1","101.108","153.872","270.447","-0.0294","9.77809","10.8465","13.8881","1.70802","95.6111","117.647","192.88","2.91732","25.791","33.255","38.64","5.18155"
"1","100.307","146.84","260.52","-0.05459","9.28042","10.5517","13.272","1.54052","86.1261","111.338","176.145","2.37319","25.1785","30.51","40.395","4.8288"
"1","100.838","152.573","269.673","-0.07673","9.5255","11.0313","13.4863","1.50618","90.7351","121.69","181.88","2.26858","25.942","32.72","38.185","4.699"
"0","95.7259","144.475","256.889","-0.02656","6.21512","10.0704","10.8079","3.97883","38.6277","101.414","116.81","15.8311","17.3235","31.12","32.91","10.829"
"2","113.259","154.094","272.322","-0.03089","11.0729","13.8133","21.6036","1.51752","122.609","190.807","466.715","2.30286","32.6575","37.375","60.475","4.1324"
"3","139.515","172.59","283.389","-0.0164","9.11434","12.722","15.0519","1.17637","83.0713","161.85","226.56","1.38384","28.995","37.525","43.985","3.2757"
"0","96.5073","152.219","259.467","0.03236","7.03022","9.03645","11.4009","3.53814","49.424","81.6575","129.98","12.5184","20.5285","26.09","37.795","10.148"
"1","102.665","154.065","269.496","-0.01001","9.99562","11.3418","14.8307","1.65935","99.9125","128.637","219.95","2.75346","27.5475","33.715","47.725","4.52795"
"1","101.439","155.03","272.903","-0.02144","10.1134","10.8634","14.5654","1.60879","102.281","118.012","212.15","2.58821","32.886","31.96","44.975","5.0899"
"1","100.512","146.651","259.364","-0.05769","9.96017","11","16.8985","1.49496","99.205","121","285.56","2.23492","25.8665","34.175","56.43","5.151"
"2","110.812","153.398","273.728","-0.02393","9.42189","14.3931","23.8452","1.43629","88.7721","207.16","568.595","2.06293","29.987","37.375","69.11","4.3615"
"3","138.679","169.254","281.793","-0.01577","8.46943","12.6275","17.8027","1.26784","71.7312","159.455","316.935","1.60741","23.96","40.12","49.025","3.2482"
"3","139.955","165.74","272.88","-0.01144","8.85442","10.2722","14.788","1.22636","78.4007","105.518","218.685","1.50395","26.095","30.97","39.405","3.92165"
"3","138.671","174.602","287.229","-0.03896","9.82912","9.79247","15.6277","1.20009","96.6116","95.8925","244.225","1.44021","31.745","27.99","44.215","3.58415"
"3","139.944","174.303","286.46","-0.02114","8.55723","12.4923","15.2691","1.28763","73.2262","156.057","233.145","1.65799","28.69","32.11","46.965","4.35075"
"0","95.9737","151.098","261.828","-0.04867","6.13626","9.81733","12.5064","3.89754","37.6537","96.38","156.41","15.1908","18.697","27.995","39.48","10.7615"
"2","111.854","154.165","272.191","-0.02576","9.83895","13.5881","20.66","1.48088","96.805","184.637","426.835","2.19302","28.5395","40.735","69.335","4.7524"
"0","93.2837","146.833","259.28","-0.04001","6.00781","9.85102","11.6865","4.06227","36.0938","97.0425","136.575","16.5021","18.3135","31.81","41.465","10.615"
"1","102.145","153.026","272.945","0.0555","9.2586","10.5559","14.5521","1.52927","85.7217","111.427","211.765","2.33867","26.098","32.115","44.215","5.27775"
"3","138.628","169.384","279.177","-0.02448","8.69997","11.0558","14.431","1.21569","75.6895","122.23","208.255","1.47791","25.41","29.445","45.59","3.35205"
"0","96.7595","146.902","254.219","-0.05674","6.77577","10.0859","13.6046","3.92812","45.9111","101.725","185.085","15.4301","17.7045","30.665","39.405","12.7715"
"0","94.2262","137.143","247.57","0.02413","5.90831","9.75391","12.4629","3.78858","34.9081","95.1387","155.325","14.3533","16.176","28.145","37.645","11.3775"
"2","110.945","152.719","272.889","-0.00205","10.8102","14.7622","20.4477","1.50524","116.859","217.923","418.11","2.26574","27.3195","37.15","67.12","4.1599"
"1","101","148.108","262.987","-0.02723","9.95421","11.8196","15.8079","1.62824","99.0863","139.702","249.89","2.65116","30.291","34.555","42.995","4.44545"
"1","101.103","151.072","269.235","-0.0272","10.2587","11.818","15.3673","1.54398","105.24","139.665","236.155","2.38388","28.46","32.575","44.44","4.16445"
"1","100.693","147.366","260.275","-0.02342","10.9437","11.4146","13.6382","1.57772","119.765","130.292","186","2.48919","32.812","32.875","40.55","4.6684"
"3","138.921","172.127","283.294","0.01956","9.58378","11.0779","15.2938","1.24479","91.8489","122.72","233.9","1.54951","33.27","31.885","47.27","3.717"
"0","97.9122","157.152","271.093","-0.0246","6.19995","10.1564","13.9418","4.73231","38.4394","103.152","194.375","22.3948","15.795","31.045","38.87","14.366"
"2","110.748","153.632","271.431","-0.0175","10.2971","14.5142","21.5403","1.36631","106.031","210.663","463.985","1.86679","33.1165","39.13","67.12","4.2897"
"0","94.9349","143.979","253.753","0.02087","5.95637","10.1667","12.2984","3.85893","35.4783","103.361","151.25","14.8913","16.481","29.445","37.035","11.4307"
"2","113.528","158.298","278.705","-0.01157","11.9278","15.1349","21.9895","1.58031","142.273","229.065","483.54","2.49737","32.964","39.435","62.465","4.42715"
"3","137.904","164.196","273.233","-0.04457","9.75685","10.5334","15.8092","1.27958","95.196","110.952","249.93","1.63732","23.96","28.07","44.595","4.2546"
"0","94.5464","150.38","262.259","-0.02556","6.2857","10.0075","12.4732","3.98015","39.51","100.15","155.58","15.8416","20.1455","27.23","31.08","11.794"
"1","100.44","147.033","260.601","0.00259","9.26239","11.509","15.0932","1.69834","85.7919","132.458","227.805","2.88435","31.9735","33.865","43.835","5.2274"
"0","95.5071","144.289","253.204","0.05104","6.86857","10.0963","12.1439","3.57894","47.1773","101.936","147.475","12.8088","19.7615","28.83","35.66","11.6245"
"3","140.46","174.469","284.034","-0.02996","8.73081","11.339","15.255","1.23491","76.2271","128.572","232.715","1.525","26.71","29.44","51.775","3.6193"
"1","101.737","154.261","271.751","-0.0016","10.9275","12.3213","15.6192","1.5446","119.41","151.815","243.96","2.38578","31.4375","41.19","40.55","4.08965"
"3","138.99","175.645","285.781","0.01895","9.00026","10.627","16.1289","1.27839","81.0047","112.933","260.14","1.63429","24.42","28.15","51.545","3.53685"
"0","93.2629","138.516","250.591","-0.03842","6.64074","11.0451","12.1448","3.61286","44.0994","121.994","147.495","13.0528","20.5265","24.025","34.36","9.87005"
"1","100.784","148.711","262.871","-0.0578","8.9897","10.3298","15.6034","1.50364","80.8148","106.705","243.465","2.26093","27.7745","33.485","53.99","4.31565"
"1","101.793","153.845","273.019","-0.03533","10.7496","11.8978","14.938","1.59646","115.554","141.557","223.145","2.5487","34.186","38.595","41.24","4.5188"
"1","100.327","145.516","260.441","0.0101","9.58751","10.1232","14.2292","1.5422","91.9204","102.48","202.47","2.37839","24.416","28.07","41.77","4.9998"
"0","96.4792","151.848","257.77","-0.0472","7.108","9.28938","11.3545","3.83002","50.5237","86.2925","128.925","14.6691","18.543","27.31","32.605","11.6931"
"2","111.604","157.828","280.141","-0.04999","11.035","14.8258","21.8007","1.37765","121.772","219.805","475.27","1.89792","33.956","40.5","61.93","4.41495"
"1","101.269","151.096","268.259","0.03226","9.63856","10.8847","15.6595","1.58788","92.9019","118.478","245.22","2.52135","29.608","29.975","44.365","4.6638"
"3","137.834","172.302","281.877","0.02801","8.98632","10.8255","15.8157","1.24612","80.7539","117.192","250.135","1.55283","29.305","30.51","48.875","4.053"
"3","137.922","169.65","283.503","-0.05629","9.50148","11.8263","16.5318","1.19272","90.2781","139.863","273.3","1.42257","26.555","30.735","45.97","3.1627"
"2","111.514","152.597","270.225","-0.00794","10.6781","14.7039","20.3993","1.35561","114.021","216.205","416.13","1.83769","30.063","50.1145","58.72","4.71885"
"1","100.917","150.074","264.964","-0.02695","10.1962","11.4229","16.4771","1.48398","103.963","130.482","271.495","2.20219","36.0145","37.375","59.715","4.1385"
"3","137.111","165.795","277.556","-0.00836","9.72375","12.2772","15.0449","1.28063","94.5512","150.73","226.35","1.64001","32.2","39.205","49.02","3.8667"
"3","140.419","166.327","274.352","0.00861","9.16277","9.64391","14.235","1.15343","83.9564","93.005","202.635","1.33041","32.81","27.685","42.84","3.50475"
"0","95.0443","138.837","246.234","0.0167","6.62245","9.82357","10.8002","3.63111","43.8569","96.5025","116.645","13.1849","24.0375","27.155","34.13","10.2761"
"0","97.6327","147.598","258.891","-0.00176","6.22637","9.23932","12.2953","3.63025","38.7677","85.365","151.175","13.1787","19.1535","23.95","35.43","11.0913"
"0","94.8633","146.362","255.746","-0.01016","6.92747","11.0195","11.7714","3.57203","47.9899","121.43","138.565","12.7594","19.916","34.25","38.18","12.846"
"0","94.2185","142.91","249.816","0.04642","6.91918","11.0559","11.4353","3.69315","47.875","122.234","130.765","13.6394","21.0595","29.825","30.62","10.5889"
"1","102.418","153.23","270.286","-0.04134","9.60108","10.6172","16.794","1.56534","92.1807","112.725","282.04","2.45028","26.324","29.975","48.715","5.206"
"1","100.882","150.019","264.371","-0.01628","10.8395","12.397","16.1771","1.49141","117.494","153.685","261.7","2.22432","27.5485","33.485","51.165","4.5493"
"3","139.851","176.039","287.414","0.00419","9.7607","11.4635","15.1218","1.28842","95.2713","131.413","228.67","1.66002","29.755","31.58","47.88","3.8453"
"2","111.76","158.625","280.741","-0.00166","10.66","14.0784","22.8821","1.35827","113.636","198.202","523.59","1.84489","26.7065","34.705","66.515","4.4638"
"0","94.7775","137.76","242.727","-0.02137","5.91016","8.95935","11.273","3.73241","34.93","80.27","127.08","13.9309","16.632","25.02","36.195","10.771"
"3","138.313","163.24","269.879","-0.01892","9.15701","11.3043","14.926","1.23148","83.8509","127.787","222.785","1.51655","29.605","31.5","40.47","4.5432"
"1","101.958","154.55","272.553","-0.0296","10.3941","11.3528","14.1685","1.52427","108.037","128.885","200.745","2.3234","26.9335","33.26","37.875","4.5493"
"2","113.613","157.784","275.539","-0.01235","11.399","15.4229","22.6555","1.53025","129.936","237.865","513.27","2.34167","32.203","44.01","63.38","4.0438"
"1","101","148.482","263.444","-0.02858","10.2387","10.0747","14.6151","1.43249","104.831","101.5","213.6","2.05204","29.225","32.645","41.235","4.2286"
"1","100.643","146.213","260.889","-0.00081","10.2257","10.6568","14.1986","1.54212","104.566","113.567","201.6","2.37813","30.0625","36.685","42.61","4.1599"
"3","137.134","163.821","275.064","-0.00719","9.82736","10.4265","17.071","1.35472","96.577","108.713","291.42","1.83528","31.13","32.95","46.735","3.6926"
"1","101.337","148.215","265.562","0.02963","9.81712","11.8573","14.3774","1.51837","96.3758","140.595","206.71","2.30545","27.8495","35.165","45.665","4.4638"
"0","93.7882","137.826","243.647","-0.01499","6.71635","9.04586","11.5583","3.64204","45.1094","81.8275","133.595","13.2644","21.976","28.985","35.2","10.9816"
"0","96.2727","144.964","252.681","0.04982","7.85236","12.1747","12.4772","3.76176","61.6596","148.223","155.68","14.1509","21.978","35.24","45.285","10.4335"
"0","95.6005","142.906","249.29","0.02334","6.30883","10.0526","13.7857","3.97475","39.8013","101.055","190.045","15.7986","18.924","30.585","40.7","11.1528"
"0","94.7558","143.231","250.116","-0.00555","5.54629","11.6146","11.1308","3.67505","30.7614","134.899","123.895","13.506","16.023","34.17","33.98","11.967"
"2","112.436","154.315","273.947","-0.01968","11.3627","15.2497","22.4252","1.54193","129.11","232.553","502.89","2.37754","30.2935","44.7","63.38","4.45615"
"2","111.891","155.963","275.136","-0.02137","10.762","14.5258","20.285","1.37149","115.82","210.997","411.48","1.88098","30.143","40.35","50.555","3.9262"
"2","112.339","159.114","278.864","0.00204","10.4351","13.519","20.5404","1.4446","108.892","182.762","421.91","2.08687","30.063","36.84","54.675","4.81505"
"1","99.9053","144.805","257.921","-0.0165","10.832","10.7656","14.7438","1.62517","117.333","115.897","217.38","2.64119","33.3465","34.705","44.67","5.32205"
"2","111.758","153.527","271.493","-0.04472","10.344","14.9366","22.4706","1.53066","106.997","223.102","504.93","2.34291","30.5225","39.13","72.775","4.76315"
"0","94.9294","148.636","258.522","0.02274","5.49487","10.4059","13.723","3.96219","30.1935","108.283","188.32","15.699","15.797","29.745","39.095","10.4304"
"0","95.7802","142.21","246.382","-0.00938","6.20695","10.2484","11.2823","3.65949","38.5262","105.03","127.29","13.3918","24.0375","28.375","33.06","9.61935"
"3","137.791","169.656","282.018","0.01","9.29361","11.773","14.7643","1.22732","86.3713","138.602","217.985","1.50631","35.2535","31.35","38.865","3.78115"
"0","93.6277","147.727","258.653","-0.06822","5.7579","9.13072","12.1992","4.04172","33.1534","83.37","148.82","16.3355","16.863","27.385","36.5","11.032"
"0","93.6883","143.588","253.84","0.04774","5.93359","10.3177","12.5004","3.83925","35.2075","106.455","156.26","14.7398","17.2445","31.27","39.785","10.0363"
"0","93.9858","139.868","248.328","0.05712","6.33631","10.1416","12.3229","3.66372","40.1489","102.853","151.855","13.4228","17.171","32.8","38.255","12.2995"
"0","95.8824","148.936","253.709","-0.03846","6.21063","10.2649","11.5864","3.32216","38.572","105.368","134.245","11.0367","22.357","30.74","34.29","9.4131"
"2","111.799","158.651","277.376","-0.02144","10.7928","14.0554","21.2","1.52202","116.484","197.555","449.44","2.31656","33.04","37.375","63.84","5.0594"
"1","100.268","148.264","264.712","-0.05697","8.60023","9.52234","13.891","1.52645","73.964","90.675","192.96","2.33006","25.942","31.195","42.23","4.699"
"0","93.9718","139.418","248.66","-0.0012","6.05939","8.79133","10.4695","3.71589","36.7163","77.2875","109.61","13.8078","18.696","23.185","31.385","13.1015"
"2","111.374","153.161","272.644","-0.06574","10.3502","14.1573","21.1693","1.36014","107.126","200.43","448.14","1.84999","26.3265","35.47","56.28","4.5707"
"1","101.256","152.892","270.619","-0.01037","9.69488","10.3369","15.57","1.50742","93.9906","106.853","242.425","2.27232","26.9345","27.155","44.445","4.6257"
"3","136.347","162.458","273.007","-0.00937","9.27629","10.4643","14.038","1.17215","86.0495","109.503","197.065","1.37394","25.335","29.06","42.535","3.4162"
"0","92.3904","139.848","245.912","-0.00213","6.10097","10.0563","12.2521","3.70724","37.2219","101.13","150.115","13.7437","16.864","34.4","34.975","11.7297"
"3","139.842","167.953","277.428","0.01028","8.49084","10.7776","15.2971","1.26017","72.0944","116.158","234","1.58802","24.95","30.51","46.965","3.29555"
"3","139.693","164.42","274.709","0.03269","7.30901","9.64015","15.017","1.19899","53.4217","92.9325","225.51","1.43757","20.755","25.48","41.24","3.90485"
"1","101.176","148.702","261.758","-0.04945","9.35695","11.366","16.6577","1.54513","87.5525","129.185","277.48","2.38741","26.4765","33.255","46.66","4.43475"
"2","111.553","154.03","270.799","0.02785","10.6995","15.5097","21.2526","1.44485","114.479","240.55","451.675","2.08759","29.912","47.975","62.77","4.1889"
"2","110.819","155.728","277.813","0.02854","10.3853","14.2004","23.5362","1.46814","107.854","201.65","553.955","2.15544","30.062","43.71","81.095","4.1278"
"0","93.5498","142.615","248.872","0.02831","5.67428","10.9103","10.5309","3.77695","32.1975","119.034","110.9","14.2654","19.154","28.145","30.315","10.6945"
"0","94.9222","140.239","248.461","-0.01893","6.82596","9.90946","12.6313","3.87376","46.5938","98.1975","159.55","15.0061","20.677","24.715","36.35","11.6275"
"0","95.8205","150.961","256.232","-0.01107","7.16509","9.7509","12.0164","3.77322","51.3385","95.08","144.395","14.2372","21.3655","27.46","34.285","11.287"
"2","112.368","159.453","276.963","-0.00065","10.2851","13.0884","20.8467","1.40358","105.783","171.307","434.585","1.97005","28.5365","38.135","68.73","4.14005"
"2","110.765","158.463","282.075","0.02288","11.8225","15.5698","22.723","1.48618","139.771","242.42","516.335","2.20872","31.9715","44.24","61.24","4.56"
"0","97.1838","152.356","262.49","-0.01748","6.13237","9.76371","14.7486","3.92086","37.606","95.33","217.52","15.3731","17.625","30.36","47.19","9.98565"
"2","111.233","157.618","278.468","-0.04116","10.0993","12.4754","22.9731","1.46483","101.996","155.635","527.765","2.14573","32.966","36.92","65.065","4.70965"
"3","138.422","173.728","282.255","0.00043","10.6785","12.4667","15.01","1.15526","114.031","155.417","225.3","1.33462","43.8015","39.36","47.19","3.04815"
"0","94.0206","138.928","247.788","0.01985","6.98378","9.60878","11.4505","3.44577","48.7731","92.3288","131.115","11.8733","21.4405","30.74","30.085","9.85615"
"3","136.716","165.288","273.901","-0.02714","9.62566","11.5339","16.4927","1.26352","92.6533","133.03","272.01","1.59649","33.04","42.485","51.09","3.5246"
"0","95.6053","145.796","252.519","-0.01928","6.80098","10.2261","10.7761","3.71247","46.2534","104.573","116.125","13.7824","19.688","29.21","34.21","11.8595"
"1","101.537","153.742","271.565","-0.04813","10.701","11.5482","16.1958","1.56159","114.511","133.36","262.305","2.43856","36.2465","37.45","53.835","4.51115"
"0","94.8531","150.016","258.405","0.03191","6.42763","10.4935","11.8184","3.79924","41.3144","110.113","139.675","14.4342","17.2445","27.155","32.15","11.948"
"3","136.9","163.147","274.291","-0.04192","7.99836","11.2247","13.9825","1.15435","63.9738","125.995","195.51","1.33253","22.815","34.095","44.06","3.32305"
"1","101.675","149.556","262.77","-0.00075","9.21551","11.0488","14.0366","1.67182","84.9256","122.075","197.025","2.79499","27.8495","34.4","38.715","4.1752"
"3","138.221","170.306","283.615","0.01378","8.76894","11.1116","16.3902","1.22493","76.8944","123.467","268.64","1.50044","31.895","28.68","47.88","3.37345"
"1","101.102","147.002","261.06","-0.04695","9.75455","10.6176","13.5516","1.59775","95.1513","112.732","183.645","2.5528","27.395","29.29","43.985","4.50045"
"1","100.829","147.438","263.497","0.02615","10.263","11.0463","16.0655","1.63211","105.329","122.02","258.1","2.6638","32.203","35.315","45.815","4.1232"
"0","94.2762","148.626","261.231","-0.02189","5.44111","9.74179","13.0401","4.09517","29.6056","94.9025","170.045","16.7704","15.87","27.995","34.9","13.277"
"2","111.196","153.76","272.923","0.02248","10.8233","13.2361","20.6545","1.30135","117.144","175.195","426.61","1.6935","28.463","37.22","54.905","3.9262"
"0","94.6214","136.892","241.92","0.03602","6.15722","9.05959","11.3283","3.64295","37.9114","82.0762","128.33","13.2711","17.472","23.035","33.37","11.139"
"2","110.278","153.023","273.457","0.03676","10.8711","14.8772","22.4868","1.3654","118.182","221.333","505.655","1.86432","29.5285","47.7495","68.955","3.84375"
"1","100.472","148.172","264.885","0.00872","11.1464","11.4988","15.3542","1.50123","124.242","132.223","235.75","2.25369","32.5055","32.8","44.52","4.2179"
"0","95.2515","148.195","254.119","-0.0018","6.36794","9.73165","10.3049","3.49471","40.5506","94.705","106.19","12.213","19.4565","26.7","34.745","10.291"
"2","111.498","157.456","276.904","-0.01058","9.81817","14.1034","22.419","1.36563","96.3965","198.905","502.61","1.86495","31.894","39.815","66.435","4.19805"
"0","95.4287","140.985","247.247","0.00093","6.6911","10.1521","10.0953","3.14761","44.7708","103.065","101.915","9.90744","21.288","31.88","28.715","10.4914"
"3","140.032","173.51","283.57","-0.01282","9.30643","10.2773","15.1161","1.28713","86.6097","105.622","228.495","1.6567","27.85","28.68","45.285","3.58875"
"3","136.492","163.263","275.858","-0.03002","9.52671","11.36","14.9823","1.35509","90.7582","129.05","224.47","1.83627","26.705","30.815","47.04","4.00565"
"0","97.5147","151.989","258.185","0.01582","6.69634","10.3635","12.1891","3.83177","44.8409","107.402","148.575","14.6824","18.694","31.27","40.015","9.93875"
"0","93.1996","141.913","252.986","0.01221","5.50023","10.0977","13.9655","3.79262","30.2525","101.964","195.035","14.3839","14.6515","29.21","36.96","11.9315"
"0","92.4664","136.128","245.038","0.01078","5.39737","8.81526","11.2178","3.50645","29.1316","77.7087","125.84","12.2952","14.1935","22.96","35.05","10.5205"
"2","113.378","155.423","274.612","0.03696","11.8171","14.6101","22.1813","1.41773","139.644","213.455","492.01","2.00997","36.8535","42.485","63.075","4.0927"
"0","92.8516","140.57","251.626","-0.06424","5.90963","9.33655","12.3726","3.72609","34.9238","87.1712","153.08","13.8837","21.366","25.17","39.94","10.931"
"0","95.7133","151.631","261.63","-0.01568","6.52095","9.48472","13.3866","3.94789","42.5227","89.96","179.2","15.5859","15.642","26.24","42.23","11.733"
"1","101.744","149.898","265.869","0.01393","9.838","11.2689","16.4343","1.55211","96.7862","126.988","270.085","2.40905","29.833","31.655","46.43","4.1431"
"1","102.014","155.443","271.18","-0.01228","10.2915","10.1919","14.5076","1.5861","105.916","103.875","210.47","2.5157","27.4685","29.82","42.61","4.18735"
